File	Mean	SE	Max	Min
PGAP3.Whole_Blood	0.0828522538721696	0.000209009528282208	0.660063	-0.319174
PGLYRP3.10561_5	0.00162509524418235	4.48338905053526e-05	0.115966	-0.0917588
PHF19.Cells_Cultured_fibroblasts	0.142207429151749	0.00028461981508124	0.809176	-0.362602
PHF19.Whole_Blood	-0.0761246969703212	0.000126534941972184	0.0822391	-0.331146
PIBF1.Skin_Not_Sun_Exposed_Suprapubic	-0.0670233431273778	0.000316193117463966	0.412792	-0.622607
PIK3R3.Whole_Blood	0.0369207496511696	0.000226962302040408	0.290213	-0.251053
PLAU.4158_54	0.221041938716902	0.000394661833219765	1.097	-0.52752
PLCL1.Cells_Cultured_fibroblasts	-0.265092787314986	0.00045058330789989	0.287238	-1.03345
PLCL1.Whole_Blood	0.56450749804568	0.000696531432720342	1.42155	-0.239237
PMM1.Cells_Cultured_fibroblasts	-0.372727231935847	0.000897251232192565	0.4164	-2.32203
PMM1.Cells_EBV-transformed_lymphocytes	-0.374745112011029	0.000927636070306419	0.257155	-2.21561
PMM1.Skin_Not_Sun_Exposed_Suprapubic	-0.288460111234902	0.000667644501624768	0.132443	-1.64295
PMM1.Skin_Sun_Exposed_Lower_leg	-0.238854116931286	0.000569691984494544	0.234663	-1.45196
PMVK.12450_42	-0.0299554810553296	7.8967643851681e-05	0.134736	-0.281576
POLI.Cells_Cultured_fibroblasts	-0.989766519136403	0.00163099414277297	1.32564	-3.56026
POLI.Cells_EBV-transformed_lymphocytes	0.359657968335906	0.00106665783787446	2.22472	-1.0074
POLI.Skin_Sun_Exposed_Lower_leg	-0.544561305992306	0.00162231909893555	2.68628	-2.83758
PPP1R1B.Skin_Not_Sun_Exposed_Suprapubic	-0.119592710407562	0.000268523162718757	0.14642	-0.569989
PPP1R1B.Skin_Sun_Exposed_Lower_leg	-0.0646939882831533	0.000139292954413052	0.145347	-0.373847
PPP2R3C.Cells_EBV-transformed_lymphocytes	0.157105045111295	0.000390689321119198	0.939259	-0.344486
PPP2R3C.Skin_Not_Sun_Exposed_Suprapubic	0.170388759609905	0.000518602654143905	1.16343	-0.437076
PPP2R3C.Skin_Sun_Exposed_Lower_leg	0.0896445329498841	0.000385922571950737	0.849256	-0.336317
PPP2R3C.Whole_Blood	-0.952203954591866	0.00150106785060859	1.26594	-4.19774
PSMD3.Cells_Cultured_fibroblasts	0.117674198762627	0.000354096939122804	0.804897	-0.384911
PSMD5.Cells_Cultured_fibroblasts	0.428769040034239	0.000709400326745609	1.69954	-0.718203
PSMD5.Skin_Not_Sun_Exposed_Suprapubic	0.300130286499226	0.000523003586360058	1.24755	-0.28329
PSMD5.Skin_Sun_Exposed_Lower_leg	0.253513253877832	0.000424898035825449	0.871281	-0.316639
PSMD5.Whole_Blood	0.0657713936637816	0.000269623019754515	0.463107	-0.348829
PTRF.Cells_Cultured_fibroblasts	0.0348845870132352	0.000205304345090764	0.524905	-0.367814
PTRF.Skin_Not_Sun_Exposed_Suprapubic	0.00299241626236522	0.000101077999585084	0.188099	-0.188092
PUS10.Skin_Sun_Exposed_Lower_leg	0.0966639046499315	0.00024323274361461	0.631397	-0.18044
PUS10.Whole_Blood	0.0729977952712506	0.000272758355267249	0.591643	-0.354179
PVALB.Whole_Blood	-0.491441956840962	0.000782567414671075	0.468184	-2.13076
RAB14.Cells_Cultured_fibroblasts	0.0469216564277399	0.000275304992770309	0.469126	-0.299366
RAD50.Skin_Not_Sun_Exposed_Suprapubic	-0.145960451124407	0.000258257292116935	0.171369	-0.729203
RAD50.Skin_Sun_Exposed_Lower_leg	-0.0926766800212489	0.000204182456206234	0.291377	-0.649126
RANGAP1.Skin_Sun_Exposed_Lower_leg	-0.0669358412180149	0.000177278282469642	0.0554817	-0.417112
RAPGEFL1.Cells_EBV-transformed_lymphocytes	0.139372377025049	0.000467642937288859	1.29478	-1.11033
RAVER2.Cells_Cultured_fibroblasts	-0.0518582129028949	0.000232047376811962	0.532591	-0.62309
RBM17.Skin_Sun_Exposed_Lower_leg	-0.0647235253463031	0.000257927680333445	0.324895	-0.935901
RCOR1.Whole_Blood	0.401223243158934	0.000613797146975318	1.87561	-0.201937
RERE.Cells_Cultured_fibroblasts	0.12264501753283	0.00014434272967982	0.447478	-0.0994371
RERE.Skin_Not_Sun_Exposed_Suprapubic	-0.222347497231686	0.000281797426273214	0.230824	-0.713334
RERE.Skin_Sun_Exposed_Lower_leg	-0.149357101820123	0.000144716140925988	0.0768078	-0.502955
RERE.Whole_Blood	-0.507375492725536	0.000353381052311479	0.199565	-1.28125
RGS14.Cells_Cultured_fibroblasts	-1.04675592461717	0.00159501365140351	1.12189	-4.09077
RGS14.Skin_Not_Sun_Exposed_Suprapubic	-0.539578599462878	0.000804789008771537	0.286281	-1.92209
RGS14.Skin_Sun_Exposed_Lower_leg	-0.571092441629658	0.000921343455773567	0.837343	-2.20217
RMI2.Skin_Not_Sun_Exposed_Suprapubic	-0.297839765289104	0.0013306749740604	2.29012	-3.07836
RMI2.Skin_Sun_Exposed_Lower_leg	-0.237160294939768	0.00106454849834625	1.33229	-2.29792
RPRD2.Whole_Blood	-0.0454452786953338	0.000244441690262214	0.48237	-0.384388
RPS26.Cells_Cultured_fibroblasts	1.55825862178098	0.00227332485333228	6.42854	-2.09928
RPS26.Cells_EBV-transformed_lymphocytes	1.43900577289892	0.00200151793886589	5.17819	-1.28964
RPS26.Skin_Sun_Exposed_Lower_leg	1.87347107061522	0.00282545771403985	8.61571	-3.79434
RPS26.Whole_Blood	1.48196061961108	0.00220011436767311	5.56018	-2.27728
RPTN.Skin_Not_Sun_Exposed_Suprapubic	0.134027012443918	0.00017657961554944	0.570587	-0.153475
RTEL1.Skin_Not_Sun_Exposed_Suprapubic	-0.142022361714538	0.000211248769955501	0.169572	-0.538152
RTEL1.Skin_Sun_Exposed_Lower_leg	-0.270422533965702	0.000329690559052585	0.178112	-0.746523
RTEL1.Whole_Blood	-0.111240748617911	0.000187188300076011	0.158759	-0.408809
RTF1.Whole_Blood	0.166060214439474	0.000324422596076711	0.691615	-0.164164
S100A3.Cells_Cultured_fibroblasts	0.153083950858908	0.000316518200053821	0.812953	-0.160223
S100A7.7916_10	-0.102228794630137	0.000514540135896444	2.77389	-1.68802
SCYL1.Cells_Cultured_fibroblasts	0.0193344653140081	0.000138117193085323	0.309273	-0.204456
SDR9C7.Skin_Not_Sun_Exposed_Suprapubic	0.0683409318226301	0.000269248112445139	0.737519	-0.139203
SDR9C7.Skin_Sun_Exposed_Lower_leg	0.183129692440483	0.0002873018337675	1.05906	-0.0793693
SENP7.Whole_Blood	0.12341420820011	0.000748626109842586	1.03602	-0.78463
SEPT8.Cells_Cultured_fibroblasts	-0.300542068770531	0.000848746247525463	0.336471	-2.47207
SEPT8.Skin_Not_Sun_Exposed_Suprapubic	0.22134288693405	0.000644546899363638	1.96391	-0.212209
SEPT8.Skin_Sun_Exposed_Lower_leg	0.243037706195752	0.000963717066195954	2.86682	-1.04963
SEPT8.Whole_Blood	-0.0574148235409387	0.000130280457725885	0.151843	-0.476479
SERPINB7.Skin_Not_Sun_Exposed_Suprapubic	-0.0790015124070946	0.000381821163895428	0.925458	-1.59465
SF3B1.Skin_Not_Sun_Exposed_Suprapubic	0.213962925955441	0.000368096671809904	0.769859	-0.136278
SF3B1.Skin_Sun_Exposed_Lower_leg	0.174810675483549	0.000271410857762641	0.68792	-0.0663497
SH3BGRL3.Skin_Not_Sun_Exposed_Suprapubic	-0.0635745676851303	0.00024139022493669	0.19134	-0.548762
SIDT2.Skin_Sun_Exposed_Lower_leg	0.0998595920004806	0.000296008744347091	1.05848	-0.379954
SIK2.Cells_Cultured_fibroblasts	0.156280042308993	0.000322375333950539	0.704665	-0.1783
SIK2.Whole_Blood	0.165870676890355	0.000398875636823671	0.871543	-0.269691
SIPA1.Cells_Cultured_fibroblasts	0.0702128600144076	0.000599974336959163	0.902647	-1.21598
SIPA1.Cells_EBV-transformed_lymphocytes	-0.0214486851950416	0.000451501216973143	0.487177	-1.09254
SLC15A2.Skin_Sun_Exposed_Lower_leg	0.172787254391361	0.000217351217876158	0.505772	-0.116689
SLC22A4.Skin_Not_Sun_Exposed_Suprapubic	0.108538185609844	0.000213403450165315	0.453073	-0.138574
SLC22A4.Skin_Sun_Exposed_Lower_leg	0.0678672486728743	0.000291078151160574	0.552982	-0.256043
SLC22A4.Whole_Blood	0.0192341794407374	0.000204163757310193	0.331201	-0.175466
SLC22A5.Cells_Cultured_fibroblasts	-2.12266951126743	0.00164374212870236	0.516312	-5.01949
SLC22A5.Cells_EBV-transformed_lymphocytes	-0.19901025716365	0.000664285282215079	1.19941	-0.97046
SLC22A5.Skin_Not_Sun_Exposed_Suprapubic	-0.741263657632073	0.00104441425945969	0.607374	-2.09996
SLC22A5.Skin_Sun_Exposed_Lower_leg	-1.60529110505831	0.00123914287657222	0.199221	-3.52531
SLC22A5.Whole_Blood	-0.455270504974114	0.000750419298232544	0.632135	-1.31233
SLC25A46.Cells_Cultured_fibroblasts	0.0809596573039213	0.000327854840675274	0.963355	-0.226781
SLC25A46.Skin_Not_Sun_Exposed_Suprapubic	0.00501164761178766	0.000167040255474228	0.778209	-0.289904
SLC25A46.Skin_Sun_Exposed_Lower_leg	-0.0784346867002396	0.000373485089539703	0.855536	-1.04579
SLC25A46.Whole_Blood	-0.0627044020249828	0.000365230733720115	0.297457	-1.02195
SLC35A1.Skin_Sun_Exposed_Lower_leg	-0.0483290116000075	0.000112689186497734	0.1156	-0.334417
SMAD3.Cells_Cultured_fibroblasts	0.452615758536404	0.000636559637547466	2.08618	-0.307305
SMAD3.Skin_Sun_Exposed_Lower_leg	0.333559637244291	0.000454059054800008	1.29845	-0.689339
SMAD4.Skin_Not_Sun_Exposed_Suprapubic	0.146555173996341	0.00023437163817933	0.530607	-0.134142
SMAD4.Skin_Sun_Exposed_Lower_leg	0.171087562435319	0.000296375202710193	0.581588	-0.15045
SMARCE1.Cells_Cultured_fibroblasts	0.742577551580934	0.00144845217912549	2.92927	-1.19796
SMARCE1.Cells_EBV-transformed_lymphocytes	0.283467747534885	0.000559860931337122	1.35033	-1.08021
SMARCE1.Skin_Not_Sun_Exposed_Suprapubic	0.337210621689511	0.000663931063649837	1.31337	-0.546862
SMARCE1.Skin_Sun_Exposed_Lower_leg	0.381844303582269	0.000824191588798265	1.66518	-0.888422
SMARCE1.Whole_Blood	0.0980164614541504	0.000159633237205325	0.33049	-0.127694
SOCS1.Skin_Not_Sun_Exposed_Suprapubic	0.0266297773416812	0.000153261607435516	0.34744	-0.283338
SPATA32.Skin_Sun_Exposed_Lower_leg	-0.0509877923124449	0.000256594649523821	0.36837	-0.389858
SPATA32.Whole_Blood	0.164009427571498	0.000768708651850861	1.26112	-0.885587
SPPL3.Cells_Cultured_fibroblasts	-0.0214270547735948	0.000641995093311329	0.771184	-0.726981
SPRR2B.Skin_Sun_Exposed_Lower_leg	0.0343965121996307	0.00047411961445305	0.743366	-0.674798
SPRR2D.Skin_Not_Sun_Exposed_Suprapubic	-0.14344061960571	0.000325636122290333	0.268801	-0.651955
SPRR2D.Skin_Sun_Exposed_Lower_leg	-0.279517287111196	0.000429051128078536	0.452307	-1.04576
SRP54.Whole_Blood	0.0633998147001441	0.000302037686174555	0.457449	-0.414464
STAC3.Cells_Cultured_fibroblasts	0.0626485237801481	0.000106723768687323	0.443689	-0.129734
STARD3.Cells_Cultured_fibroblasts	0.320233627160094	0.000584570610111244	1.31772	-0.173852
STAT6.Cells_Cultured_fibroblasts	-0.0661301440822172	0.00031182128357048	0.329722	-1.00247
STMN3.Skin_Sun_Exposed_Lower_leg	0.0983287211345492	0.000280304859724694	0.708482	-0.543929
STMN3.Whole_Blood	-0.326934292401811	0.000662203582449098	0.4946	-1.68035
SUFU.Cells_Cultured_fibroblasts	0.242799275184729	0.000689043093786702	1.83771	-0.52123
SUFU.Skin_Sun_Exposed_Lower_leg	-0.323520562390624	0.000737255684059114	0.449982	-1.31287
SUFU.Whole_Blood	-0.0350213600398361	0.000457969345353636	0.72004	-0.697378
SUOX.Cells_Cultured_fibroblasts	-0.177339447925253	0.000292745176911882	0.201078	-0.691326
SUOX.Skin_Not_Sun_Exposed_Suprapubic	-0.571193771580308	0.00106168517349936	0.60726	-2.52769
SUOX.Skin_Sun_Exposed_Lower_leg	-0.787045959601588	0.00124757228987116	0.723096	-2.61632
SUOX.Whole_Blood	-0.363365261308846	0.00066478011730907	0.496331	-1.43043
TAPBPL.6364_7	5.31395547342355	0.0032027172091128	11.792	0.780483
TARS2.Cells_Cultured_fibroblasts	-0.035325224809319	0.000250770878557081	0.281457	-0.314737
TARS2.Skin_Sun_Exposed_Lower_leg	-0.0303968274216634	0.000386471024631687	0.42837	-0.514606
TDRKH.Skin_Sun_Exposed_Lower_leg	0.292996857191094	0.000555814195415714	1.45656	-0.377555
TEF.Cells_EBV-transformed_lymphocytes	0.534021688085329	0.00107845422381671	2.88447	-0.650211
TEF.Whole_Blood	0.255570913520942	0.00073922771752894	1.61406	-0.511993
THEMIS.Cells_Cultured_fibroblasts	-0.0778213286427056	0.000185282312966445	0.235779	-0.395415
TLR10.Cells_EBV-transformed_lymphocytes	0.142434053996163	0.00120837969324701	3.426	-2.72376
TLR10.Skin_Sun_Exposed_Lower_leg	0.0300727416869243	0.000152366441218972	0.413852	-0.218807
TLR10.Whole_Blood	-0.0328357179579139	0.000168499083609836	0.200677	-0.440176
TLR1.16324_38	0.0815412406239381	0.000186567473260817	0.592884	-0.126216
TLR1.Cells_EBV-transformed_lymphocytes	0.478932918869605	0.00147380672452716	4.599	-1.7093
TLR1.Skin_Not_Sun_Exposed_Suprapubic	0.023626423320323	0.00013669913309337	0.42363	-0.229279
TLR6.Cells_Cultured_fibroblasts	-0.988811096241213	0.00152454540692797	1.50404	-5.13029
TLR6.Cells_EBV-transformed_lymphocytes	0.627681063874081	0.00146562659511843	4.58449	-2.61086
TLR6.Skin_Not_Sun_Exposed_Suprapubic	0.150078360323305	0.00149955705948448	3.22921	-2.03676
TLR6.Skin_Sun_Exposed_Lower_leg	0.282924056093173	0.00114246010223504	2.30094	-0.889948
TMEM156.Skin_Sun_Exposed_Lower_leg	0.0158129000934953	9.38110107988903e-05	0.248776	-0.130456
TMEM232.Cells_Cultured_fibroblasts	0.214481559182094	0.000678521883933126	1.732	-0.405593
TMEM232.Cells_EBV-transformed_lymphocytes	0.254209559271416	0.000759480946036828	2.37329	-0.797975
TMEM232.Skin_Not_Sun_Exposed_Suprapubic	0.134859891580272	0.00049652405198202	1.42871	-0.979101
TMEM232.Skin_Sun_Exposed_Lower_leg	0.12560428467124	0.00032897167739712	1.01209	-0.208477
TNFRSF14.5352_11	-0.000176671220070403	3.0843114407227e-06	0.00666597	-0.0100351
TNFRSF14.Cells_Cultured_fibroblasts	0.07280727738183	0.00022658429241348	0.480081	-0.275806
TNFRSF14.Cells_EBV-transformed_lymphocytes	0.393511800837345	0.000503264795064231	0.889405	-0.0988404
TNFRSF6B.5070_76	0.0151448282519787	2.34448650560991e-05	0.0841801	-0.0135803
TNFRSF6B.Cells_Cultured_fibroblasts	0.217295833112478	0.00034822442858758	0.810178	-0.324102
TNFRSF6B.Skin_Sun_Exposed_Lower_leg	-0.00835636811958916	0.000102299243310818	0.183064	-0.320676
TNFSF4.Whole_Blood	-0.213617	0	-0.213617	-0.213617
TNIP3.Whole_Blood	0.0574615918520184	0.000133470208910402	0.35358	-0.1343
TRAF1.Skin_Not_Sun_Exposed_Suprapubic	0.482627222948605	0.000745327691525906	2.17364	-0.28381
TRAF1.Skin_Sun_Exposed_Lower_leg	0.3436195726917	0.000552692341967099	1.71567	-0.19721
TRIM8.Cells_Cultured_fibroblasts	-0.167706675774893	0.000300446371638454	0.287974	-0.636927
TRIM8.Skin_Not_Sun_Exposed_Suprapubic	-0.226480440081274	0.000313031020089994	0.212326	-0.810085
TRIM8.Whole_Blood	-0.142743670683202	0.00048182845707026	0.407543	-0.720428
TSLP.Cells_Cultured_fibroblasts	-0.141823440633284	0.00030733923659876	0.421574	-0.645172
TSLP.Skin_Not_Sun_Exposed_Suprapubic	-0.460815672660859	0.000565457810756255	0.270563	-1.50623
TSLP.Skin_Sun_Exposed_Lower_leg	-0.427234578407656	0.000622453409819197	0.37461	-1.66
TUBG2.Skin_Not_Sun_Exposed_Suprapubic	0.0624065025994274	0.00048594679556265	0.566431	-0.575007
UBXN11.Skin_Sun_Exposed_Lower_leg	0.140455207907926	0.000266039661943622	0.997919	-0.146261
USP34.Cells_Cultured_fibroblasts	0.0892953726072983	0.000255619924935483	0.406008	-0.203842
WDR36.Skin_Not_Sun_Exposed_Suprapubic	0.0902172267713273	0.000505421944975659	1.14219	-0.709439
WDR36.Skin_Sun_Exposed_Lower_leg	-0.032637368687536	0.00053001725584449	0.999539	-1.02245
ZBTB38.Skin_Not_Sun_Exposed_Suprapubic	-0.139886	0	-0.139886	-0.139886
ZBTB38.Whole_Blood	0.63224	0	0.63224	0.63224
ZBTB7B.Skin_Not_Sun_Exposed_Suprapubic	-0.0764629442706191	0.00029853790261458	0.282626	-0.766795
ZBTB7B.Skin_Sun_Exposed_Lower_leg	-0.144334044347828	0.000441089629870725	0.361567	-1.05867
ZGPAT.Cells_Cultured_fibroblasts	-0.152575846282462	0.000393367530879475	0.233116	-0.943812
ZGPAT.Skin_Not_Sun_Exposed_Suprapubic	-0.0161119635782805	7.23455363689454e-05	0.149873	-0.187127
ZNF652.Skin_Not_Sun_Exposed_Suprapubic	-0.0175745370429628	0.000142647784799711	0.337401	-0.271185
ZNF652.Skin_Sun_Exposed_Lower_leg	-0.0210412007813906	0.000104490079253877	0.211371	-0.182019
ZNF774.Cells_EBV-transformed_lymphocytes	0.320367680198986	0.00042149841153506	1.39469	-0.146272
